city,state_id,state_name,county_name,lat,lng,population,density,timezone,ranking,zip_count,zip_population,zips
Ree Heights,SD,South Dakota,Hand,44.5158,-99.2005,58,75,America/Chicago,3,1,58,57371
Bergoo,WV,West Virginia,Webster,38.4851,-80.2981,57,103,America/New_York,3,1,57,26298
Bridgeville,NJ,New Jersey,Warren,40.8371,-75.0244,57,115,America/New_York,3,1,57,7823
Regina,NM,New Mexico,Sandoval,36.1947,-106.9453,57,3,America/Denver,3,1,57,87046
Folsom,NM,New Mexico,Union,36.8478,-103.9176,57,33,America/Denver,3,1,57,88419
Puerto de Luna,NM,New Mexico,Guadalupe,34.8297,-104.6222,57,1,America/Denver,3,1,57,88435
Los Arcos,TX,Texas,Webb,27.6144,-99.2105,57,106,America/Chicago,3,1,57,78043
Virginia,NE,Nebraska,Gage,40.2459,-96.4988,57,222,America/Chicago,3,1,57,68458
Nathalie,VA,Virginia,Halifax,36.9381,-78.9422,57,7,America/New_York,3,1,57,24577
Lynn,CO,Colorado,Las Animas,37.4219,-104.643,57,30,America/Denver,3,1,57,81020
Union Hill,IL,Illinois,Kankakee,41.1084,-88.1461,57,476,America/Chicago,3,1,57,60969
Dougherty,IA,Iowa,Cerro Gordo,42.922,-93.0359,57,40,America/Chicago,3,1,57,50433
Gray,IA,Iowa,Audubon,41.8418,-94.9859,57,22,America/Chicago,3,2,29,50025 50110
Rodney,IA,Iowa,Monona,42.2048,-95.9508,57,135,America/Chicago,3,1,57,51051
Placerville,ID,Idaho,Boise,43.9427,-115.946,57,22,America/Boise,3,2,29,83631 83666
Eldorado,MD,Maryland,Dorchester,38.5842,-75.7893,57,303,America/New_York,3,1,57,21659
Hoberg,MO,Missouri,Lawrence,37.0682,-93.8493,57,407,America/Chicago,3,1,57,65712
Leonard,MO,Missouri,Shelby,39.8944,-92.182,57,68,America/Chicago,3,1,57,63451
Merwin,MO,Missouri,Bates,38.4041,-94.5908,57,149,America/Chicago,3,1,57,64723
Pine Bend,MN,Minnesota,Mahnomen,47.4222,-95.5979,57,17,America/Chicago,3,1,57,56651
Stanchfield,MN,Minnesota,Isanti,45.6649,-93.1815,57,41,America/Chicago,3,1,57,55080
Wilder,MN,Minnesota,Jackson,43.828,-95.2058,57,27,America/Chicago,3,1,57,56101
Hadley,MN,Minnesota,Murray,43.9987,-95.8575,57,77,America/Chicago,3,1,57,56151
Nashville,KS,Kansas,Kingman,37.4384,-98.4228,57,107,America/Chicago,3,1,57,67112
Springdale,MT,Montana,Park,45.7381,-110.2236,57,166,America/Denver,3,2,29,59047 59082
Musselshell,MT,Montana,Musselshell,46.5063,-108.0862,57,8,America/Denver,3,1,57,59059
Bradley,SC,South Carolina,Greenwood,34.0391,-82.2436,57,2,America/New_York,3,1,57,29819
Belvidere,SD,South Dakota,Jackson,43.8321,-101.2711,57,28,America/Denver,3,1,57,57521
Danville,WA,Washington,Ferry,48.9938,-118.5068,56,122,America/Los_Angeles,3,1,56,99121
Hat Island,WA,Washington,Snohomish,48.013,-122.3201,56,31,America/Los_Angeles,3,1,56,98201
Bent,NM,New Mexico,Otero,33.1473,-105.859,56,3,America/Denver,3,1,56,88314
La Rosita,TX,Texas,Starr,26.402,-98.9326,56,315,America/Chicago,3,2,28,78582 78584
Hamilton,ND,North Dakota,Pembina,48.808,-97.4518,56,75,America/Chicago,3,1,56,58238
Nome,ND,North Dakota,Barnes,46.6758,-97.8162,56,52,America/Chicago,3,1,56,58062
Great Bend,ND,North Dakota,Richland,46.1546,-96.801,56,38,America/Chicago,3,1,56,58075
Hamlet,NE,Nebraska,Hayes,40.3845,-101.2346,56,69,America/Chicago,3,2,28,69040 69045
Ohiopyle,PA,Pennsylvania,Fayette,39.869,-79.4947,56,51,America/New_York,3,2,28,15470 15464
Lancaster,VA,Virginia,Lancaster,37.7675,-76.4549,56,9,America/New_York,3,1,56,22503
Midland,VA,Virginia,Fauquier,38.5984,-77.7213,56,5,America/New_York,3,1,56,22728
Darwin,CA,California,Inyo,36.2689,-117.589,56,16,America/Los_Angeles,3,1,56,93522
Petrey,AL,Alabama,Crenshaw,31.8495,-86.2057,56,29,America/Chicago,3,2,28,36049 36062
Hensley,AR,Arkansas,Pulaski,34.5068,-92.2069,56,21,America/Chicago,3,1,56,72065
Sciota,IL,Illinois,McDonough,40.5626,-90.748,56,69,America/Chicago,3,1,56,61475
Osterdock,IA,Iowa,Clayton,42.7313,-91.1579,56,47,America/Chicago,3,2,28,52052 52035
Randalia,IA,Iowa,Fayette,42.8636,-91.8864,56,99,America/Chicago,3,1,56,52164
Northboro,IA,Iowa,Page,40.608,-95.2937,56,84,America/Chicago,3,1,56,51647
Big Pool,MD,Maryland,Washington,39.6251,-78.0161,56,200,America/New_York,3,1,56,21711
Elgin,OH,Ohio,Van Wert,40.7428,-84.4759,56,96,America/New_York,3,2,28,45894 45838
Lock Springs,MO,Missouri,Daviess,39.8488,-93.7762,56,174,America/Chicago,3,2,28,64648 64654
Harris,MO,Missouri,Sullivan,40.3062,-93.3504,56,140,America/Chicago,3,1,56,64645
Hazel Run,MN,Minnesota,Yellow Medicine,44.7484,-95.7165,56,28,America/Chicago,3,1,56,56241
Wolf Lake,MN,Minnesota,Becker,46.8066,-95.3526,56,69,America/Chicago,3,3,19,56544 56593 56464
Aurora,KS,Kansas,Cloud,39.4519,-97.5299,56,213,America/Chicago,3,1,56,67417
Shawmut,MT,Montana,Wheatland,46.3447,-109.5122,56,10,America/Denver,3,1,56,59078
Govan,SC,South Carolina,Bamberg,33.2228,-81.1749,56,28,America/New_York,3,1,56,29843
Long Lake,WI,Wisconsin,Florence,45.8431,-88.6673,55,80,America/Chicago,3,1,55,54542
Hope,AK,Alaska,Kenai Peninsula,60.8925,-149.6352,55,0,America/Anchorage,3,1,55,99605
Leggett,NC,North Carolina,Edgecombe,35.9896,-77.58,55,30,America/New_York,3,1,55,27886
Julian,NE,Nebraska,Nemaha,40.5198,-95.8674,55,241,America/Chicago,3,1,55,68379
New Washington,PA,Pennsylvania,Clearfield,40.8218,-78.7019,55,9,America/New_York,3,1,55,15757
Cardiff,AL,Alabama,Jefferson,33.6472,-86.9307,55,84,America/Chicago,3,1,55,35073
Curlew,IA,Iowa,Palo Alto,42.9795,-94.7377,55,28,America/Chicago,3,1,55,50527
Portland,IA,Iowa,Cerro Gordo,43.1276,-93.1271,55,100,America/Chicago,3,2,28,50458 50401
Thayer,IA,Iowa,Union,41.029,-94.0497,55,229,America/Chicago,3,1,55,50254
Dripping Springs,OK,Oklahoma,Delaware,36.171,-94.6852,55,14,America/Chicago,3,1,55,74338
Randolph,MO,Missouri,Clay,39.156,-94.4929,55,63,America/Chicago,3,1,55,64161
Iatan,MO,Missouri,Platte,39.4774,-94.9837,55,176,America/Chicago,3,2,28,64484 64098
Tintah,MN,Minnesota,Traverse,46.0109,-96.3201,55,28,America/Chicago,3,1,55,56583
Manchester,MN,Minnesota,Freeborn,43.7256,-93.451,55,285,America/Chicago,3,2,28,56007 56009
Clayton,KS,Kansas,Norton,39.7369,-100.1765,55,50,America/Chicago,3,1,55,67629
Saddle Butte,MT,Montana,Hill,48.5235,-109.6448,55,8,America/Denver,3,1,55,59501
Sweet Grass,MT,Montana,Toole,48.9929,-111.9668,55,43,America/Denver,3,1,55,59484
Elbe,WA,Washington,Pierce,46.7653,-122.1946,54,362,America/Los_Angeles,3,1,54,98330
Saxon,WI,Wisconsin,Iron,46.4941,-90.4099,54,17,America/Chicago,3,1,54,54559
Vivian,WV,West Virginia,McDowell,37.4172,-81.4923,54,57,America/New_York,3,1,54,24853
Bartley,WV,West Virginia,McDowell,37.3373,-81.7334,54,18,America/New_York,3,1,54,24813
Taylor,WY,Wyoming,Lincoln,42.0703,-110.9899,54,8,America/Denver,3,1,54,83114
Capulin,NM,New Mexico,Union,36.7445,-103.9958,54,14,America/Denver,3,2,27,88414 88418
Buena Vista,TX,Texas,Starr,26.2941,-98.6109,54,638,America/Chicago,3,1,54,78582
Waves,NC,North Carolina,Dare,35.5672,-75.467,54,38,America/New_York,3,3,18,27972 27982 27968
North River,ND,North Dakota,Cass,46.9503,-96.802,54,342,America/Chicago,3,1,54,58102
Brocket,ND,North Dakota,Ramsey,48.2107,-98.3556,54,27,America/Chicago,3,1,54,58321
Magnet,NE,Nebraska,Cedar,42.4561,-97.4693,54,139,America/Chicago,3,1,54,68749
Wann,NE,Nebraska,Saunders,41.1394,-96.3632,54,13,America/Chicago,3,1,54,68003
Colona,CO,Colorado,Ouray,38.3274,-107.7795,54,344,America/Denver,3,1,54,81403
Starkville,CO,Colorado,Las Animas,37.1171,-104.5233,54,285,America/Denver,3,1,54,81082
Indian Falls,CA,California,Plumas,40.0587,-120.9803,54,11,America/Los_Angeles,3,1,54,95934
Goldville,AL,Alabama,Tallapoosa,33.0841,-85.7831,54,21,America/Chicago,3,2,27,36255 36256
Alton,IN,Indiana,Crawford,38.1211,-86.4195,54,121,America/Indiana/Marengo,3,1,54,47137
Jackson Junction,IA,Iowa,Winneshiek,43.1014,-92.0463,54,3,America/Chicago,3,1,54,52171
Franklin,AZ,Arizona,Greenlee,32.677,-109.072,54,20,America/Phoenix,3,1,54,85534
Ali Molina,AZ,Arizona,Pima,31.9025,-111.7805,54,27,America/Phoenix,3,1,54,85634
Ginger Blue,MO,Missouri,McDonald,36.5899,-94.4596,54,79,America/Chicago,3,1,54,64854
Powersville,MO,Missouri,Putnam,40.5496,-93.3003,54,36,America/Chicago,3,1,54,64672
Ponshewaing,MI,Michigan,Emmet,45.4208,-84.806,54,236,America/Detroit,3,1,54,49706
Hunter,KS,Kansas,Mitchell,39.2349,-98.396,54,99,America/Chicago,3,1,54,67452
Raymond,SD,South Dakota,Clark,44.9105,-97.9372,54,79,America/Chicago,3,1,54,57258
Bay Lake,FL,Florida,Orange,28.3871,-81.5751,53,0,America/New_York,3,2,27,32836 32830
Evergreen,TX,Texas,Starr,26.4247,-99.024,53,1921,America/Chicago,3,1,53,78584
Donnybrook,ND,North Dakota,Ward,48.5077,-101.8872,53,30,America/Chicago,3,1,53,58734
Fullerton,ND,North Dakota,Dickey,46.1632,-98.4272,53,52,America/Chicago,3,1,53,58441
McHenry,ND,North Dakota,Foster,47.5764,-98.591,53,83,America/Chicago,3,1,53,58464
Smithfield,NE,Nebraska,Gosper,40.5733,-99.7409,53,120,America/Chicago,3,1,53,68976
Seneca,NE,Nebraska,Thomas,42.044,-100.832,53,69,America/Denver,3,1,53,69161
Logan Creek,NV,Nevada,Douglas,39.0626,-119.9294,53,11,America/Los_Angeles,3,1,53,89413
No Name,CO,Colorado,Garfield,39.5597,-107.293,53,114,America/Denver,3,1,53,81601
Butte Meadows,CA,California,Butte,40.0871,-121.537,53,9,America/Los_Angeles,3,1,53,95942
Paynes Creek,CA,California,Tehama,40.3409,-121.9174,53,5,America/Los_Angeles,3,2,27,96080 96075
Washington,CA,California,Nevada,39.3591,-120.7906,53,10,America/Los_Angeles,3,2,27,95959 95986
Landess,IN,Indiana,Grant,40.6126,-85.5592,53,14,America/Indiana/Indianapolis,3,1,53,46991
Sandyville,IA,Iowa,Warren,41.3709,-93.3862,53,41,America/Chicago,3,1,53,50001
Amado,AZ,Arizona,Santa Cruz,31.6968,-111.0583,53,3,America/Phoenix,3,2,27,85645 85646
Worton,MD,Maryland,Kent,39.2717,-76.0934,53,22,America/New_York,3,1,53,21678
Dwight Mission,OK,Oklahoma,Sequoyah,35.5466,-94.8594,53,11,America/Chicago,3,1,53,74962
Amity,MO,Missouri,DeKalb,39.8683,-94.4354,53,118,America/Chicago,3,1,53,64422
Arcola,MO,Missouri,Dade,37.5493,-93.8761,53,69,America/Chicago,3,1,53,65603
Leonidas,MN,Minnesota,St. Louis,47.4681,-92.5679,53,15,America/Chicago,3,1,53,55734
Marienthal,KS,Kansas,Wichita,38.4891,-101.22,53,10,America/Chicago,3,1,53,67863
Smyrna,SC,South Carolina,York,35.042,-81.4094,53,28,America/New_York,3,1,53,29743
Krupp,WA,Washington,Grant,47.4105,-118.9887,52,34,America/Los_Angeles,3,1,52,98832
Riverside,WY,Wyoming,Carbon,41.2154,-106.7813,52,74,America/Denver,3,1,52,82325
Los Ojos,NM,New Mexico,Rio Arriba,36.736,-106.567,52,14,America/Denver,3,1,52,87551
Rancho Grande,NM,New Mexico,Catron,33.6827,-108.8581,52,47,America/Denver,3,1,52,87830
Yznaga,TX,Texas,Cameron,26.3188,-97.8153,52,3,America/Chicago,3,2,26,78569 78593
Gulkana,AK,Alaska,Valdez-Cordova,62.2152,-145.4449,52,0,America/Anchorage,3,2,26,99586 99588
Port Alexander,AK,Alaska,Prince of Wales-Hyder,56.2346,-134.6532,52,5,America/Sitka,3,1,52,99836
Souris,ND,North Dakota,Bottineau,48.91,-100.6826,52,205,America/Chicago,3,1,52,58783
East Fairview,ND,North Dakota,McKenzie,47.8554,-104.0375,52,52,America/Denver,3,1,52,59221
Barney,ND,North Dakota,Richland,46.2658,-96.9988,52,109,America/Chicago,3,1,52,58008
New Freeport,PA,Pennsylvania,Greene,39.7594,-80.4279,52,30,America/New_York,3,1,52,15352
Mount Eagle,PA,Pennsylvania,Centre,40.9799,-77.7058,52,77,America/New_York,3,1,52,16841
Smeltertown,CO,Colorado,Chaffee,38.5523,-106.0085,52,137,America/Denver,3,1,52,81201
Laird,CO,Colorado,Yuma,40.0819,-102.102,52,133,America/Denver,3,1,52,80758
Panola,IL,Illinois,Woodford,40.7829,-89.0203,52,46,America/Chicago,3,2,26,61760 61738
Boykin,GA,Georgia,Miller,31.1017,-84.6848,52,8,America/New_York,3,1,52,39837
Tat Momoli,AZ,Arizona,Pinal,32.6013,-111.8862,52,21,America/Phoenix,3,1,52,85193
Oxford,ID,Idaho,Franklin,42.2598,-112.0177,52,76,America/Boise,3,1,52,83228
Bakersville,MD,Maryland,Washington,39.5148,-77.757,52,395,America/New_York,3,2,26,21782 21713
Lima,OK,Oklahoma,Seminole,35.1737,-96.5985,52,44,America/Chicago,3,1,52,74884
Winigan,MO,Missouri,Sullivan,40.0469,-92.9017,52,40,America/Chicago,3,1,52,63566
Arrow Rock,MO,Missouri,Saline,39.07,-92.9473,52,150,America/Chicago,3,1,52,65320
Urbank,MN,Minnesota,Otter Tail,46.1242,-95.5104,52,30,America/Chicago,3,2,26,56588 56361
Hatfield,MN,Minnesota,Pipestone,43.9546,-96.1905,52,7,America/Chicago,3,2,26,56128 56164
Mizpah,MN,Minnesota,Koochiching,47.9209,-94.2132,52,6,America/Chicago,3,2,26,56660 56661
Farwell,MN,Minnesota,Pope,45.7524,-95.6189,52,78,America/Chicago,3,1,52,56327
Elmdale,KS,Kansas,Chase,38.3732,-96.6457,52,121,America/Chicago,3,1,52,66850
Earlton,KS,Kansas,Neosho,37.5873,-95.4696,52,125,America/Chicago,3,1,52,66720
Garrison,MT,Montana,Powell,46.5259,-112.8205,52,2,America/Denver,3,1,52,59731
Ward,SD,South Dakota,Moody,44.1548,-96.4626,52,69,America/Chicago,3,1,52,57026
Lake City,SD,South Dakota,Marshall,45.7248,-97.4139,52,91,America/Chicago,3,1,52,57247
Apple Grove,WV,West Virginia,Mason,38.6663,-82.1706,51,8,America/New_York,3,1,51,25502
Mammoth,WY,Wyoming,Park,44.9733,-110.6931,51,24,America/Denver,3,1,51,82190
Lake Roberts Heights,NM,New Mexico,Grant,33.0271,-108.1382,51,25,America/Denver,3,1,51,88061
Chignik Lake,AK,Alaska,Lake and Peninsula,56.2631,-158.8049,51,1,America/Anchorage,3,1,51,99548
Niagara,ND,North Dakota,Grand Forks,47.9983,-97.8717,51,20,America/Chicago,3,1,51,58266
Foster,NE,Nebraska,Pierce,42.2747,-97.6651,51,88,America/Chicago,3,1,51,68765
Poole,NE,Nebraska,Buffalo,40.9871,-98.9655,51,7,America/Chicago,3,1,51,68869
Garrison,NE,Nebraska,Butler,41.1754,-97.1633,51,172,America/Chicago,3,1,51,68632
Elyria,NE,Nebraska,Valley,41.6802,-99.0053,51,73,America/Chicago,3,1,51,68837
Paradise Valley,NV,Nevada,Humboldt,41.49,-117.5323,51,1,America/Los_Angeles,3,1,51,89426
Snowville,VA,Virginia,Pulaski,37.026,-80.5739,51,9,America/New_York,3,1,51,24347
Parshall,CO,Colorado,Grand,40.0555,-106.1758,51,65,America/Denver,3,1,51,80468
Buck Meadows,CA,California,Mariposa,37.8127,-120.0653,51,11,America/Los_Angeles,3,1,51,95321
Laconia,IN,Indiana,Harrison,38.0318,-86.0855,51,389,America/Kentucky/Louisville,3,1,51,47135
Tonopah,AZ,Arizona,Maricopa,33.488,-112.9308,51,14,America/Phoenix,3,1,51,85354
Allendale,MO,Missouri,Worth,40.4853,-94.2887,51,34,America/Chicago,3,1,51,64420
Boy River,MN,Minnesota,Cass,47.1669,-94.1233,51,46,America/Chicago,3,1,51,56672
Dovray,MN,Minnesota,Murray,44.0545,-95.5477,51,79,America/Chicago,3,1,51,56125
New Albany,KS,Kansas,Wilson,37.5678,-95.9363,51,106,America/Chicago,3,1,51,66736
Nunda,SD,South Dakota,Lake,44.1599,-97.0194,51,19,America/Chicago,3,1,51,57050
Grenville,SD,South Dakota,Day,45.467,-97.3902,51,83,America/Chicago,3,1,51,57239
Tolley,ND,North Dakota,Renville,48.7309,-101.8273,50,132,America/Chicago,3,1,50,58787
Loretto,NE,Nebraska,Boone,41.7635,-98.0817,50,68,America/Chicago,3,2,25,68652 68620
Montello,NV,Nevada,Elko,41.2673,-114.197,50,48,America/Los_Angeles,3,1,50,89830
Savageville,VA,Virginia,Accomack,37.6826,-75.7591,50,18,America/New_York,3,1,50,23417
Belle Prairie City,IL,Illinois,Hamilton,38.2235,-88.5556,50,44,America/Chicago,3,1,50,62828
Rinard,IA,Iowa,Calhoun,42.3396,-94.485,50,19,America/Chicago,3,1,50,51453
Beaver,IA,Iowa,Boone,42.0383,-94.14,50,77,America/Chicago,3,1,50,50212
Parkline,ID,Idaho,Benewah,47.3384,-116.6939,50,39,America/Los_Angeles,3,1,50,83861
IXL,OK,Oklahoma,Okfuskee,35.5227,-96.3881,50,4,America/Chicago,3,1,50,74833
Badger Lee,OK,Oklahoma,Sequoyah,35.4726,-94.8151,50,28,America/Chicago,3,1,50,74955
Skedee,OK,Oklahoma,Pawnee,36.3804,-96.7039,50,144,America/Chicago,3,1,50,74058
Elmira,MO,Missouri,Ray,39.5087,-94.1546,50,265,America/Chicago,3,1,50,64062
Doran,MN,Minnesota,Wilkin,46.1852,-96.4858,50,93,America/Chicago,3,1,50,56522
Leona,KS,Kansas,Doniphan,39.7861,-95.3214,50,306,America/Chicago,3,1,50,66532
Satartia,MS,Mississippi,Yazoo,32.672,-90.5445,50,134,America/Chicago,3,1,50,39162
Pronghorn,OR,Oregon,Deschutes,44.1881,-121.1817,50,2,America/Los_Angeles,3,1,50,97701
Antelope,OR,Oregon,Wasco,44.9113,-120.7236,50,41,America/Los_Angeles,3,1,50,97001
Rockport,WA,Washington,Skagit,48.4854,-121.6065,49,51,America/Los_Angeles,3,1,49,98283
Robertson,WY,Wyoming,Uinta,41.1816,-110.4274,49,6,America/Denver,3,1,49,82944
Bondurant,WY,Wyoming,Sublette,43.1948,-110.4026,49,0,America/Denver,3,1,49,82922
Ramirez-Perez,TX,Texas,Starr,26.317,-98.6933,49,582,America/Chicago,3,1,49,78582
Corral City,TX,Texas,Denton,33.0985,-97.2304,49,123,America/Chicago,3,1,49,76226
Prairie Rose,ND,North Dakota,Cass,46.8171,-96.8353,49,464,America/Chicago,3,1,49,58104
Nekoma,ND,North Dakota,Cavalier,48.5763,-98.3755,49,50,America/Chicago,3,1,49,58355
Erie,ND,North Dakota,Cass,47.1154,-97.3879,49,9,America/Chicago,3,1,49,58029
Orovada,NV,Nevada,Humboldt,41.561,-117.7762,49,0,America/Los_Angeles,3,2,25,89445 89425
Fellows,CA,California,Kern,35.1779,-119.5472,49,27,America/Los_Angeles,3,1,49,93224
Hayesville,IA,Iowa,Keokuk,41.2646,-92.2477,49,74,America/Chicago,3,1,49,52591
Dragoon,AZ,Arizona,Cochise,32.0263,-110.0365,49,10,America/Phoenix,3,1,49,85609
State Line,ID,Idaho,Kootenai,47.7052,-117.0366,49,171,America/Los_Angeles,3,1,49,83854
Tagg Flats,OK,Oklahoma,Delaware,36.3387,-94.9037,49,3,America/Chicago,3,1,49,74338
Umber View Heights,MO,Missouri,Cedar,37.6233,-93.8036,49,304,America/Chicago,3,1,49,65785
Irwin,MO,Missouri,Barton,37.5884,-94.287,49,63,America/Chicago,3,1,49,64759
Neihart,MT,Montana,Cascade,46.9352,-110.7361,49,9,America/Denver,3,1,49,59465
Millstone,KY,Kentucky,Letcher,37.1638,-82.7495,49,88,America/New_York,3,1,49,41838
Turton,SD,South Dakota,Spink,45.049,-98.0974,49,51,America/Chicago,3,1,49,57477
Torboy,WA,Washington,Ferry,48.6772,-118.6689,48,19,America/Los_Angeles,3,1,48,99166
Glen Haven,WI,Wisconsin,Grant,42.8313,-91.0633,48,8,America/Chicago,3,1,48,53810
Las Palmas,TX,Texas,Zapata,26.9516,-99.2761,48,273,America/Chicago,3,1,48,78076
Kasaan,AK,Alaska,Prince of Wales-Hyder,55.5573,-132.4137,48,3,America/Sitka,3,1,48,99919
Chenega,AK,Alaska,Valdez-Cordova,60.0757,-148.0194,48,0,America/Anchorage,3,1,48,99574
Kathryn,ND,North Dakota,Barnes,46.6812,-97.9704,48,31,America/Chicago,3,1,48,58049
Valmont,CO,Colorado,Boulder,40.0341,-105.2058,48,68,America/Denver,3,1,48,80301
Emelle,AL,Alabama,Sumter,32.7287,-88.3165,48,87,America/Chicago,3,1,48,35459
Burnt Prairie,IL,Illinois,White,38.2508,-88.2585,48,244,America/Chicago,3,1,48,62820
Coppock,IA,Iowa,Henry,41.1635,-91.7151,48,78,America/Chicago,3,1,48,52654
Vining,IA,Iowa,Tama,41.991,-92.3876,48,32,America/Chicago,3,1,48,52348
Bryce,AZ,Arizona,Graham,32.9258,-109.8229,48,22,America/Phoenix,3,1,48,85543
Clearview,OK,Oklahoma,Okfuskee,35.3971,-96.1908,48,107,America/Chicago,3,1,48,74880
South Gifford,MO,Missouri,Macon,40.0258,-92.6831,48,90,America/Chicago,3,1,48,63549
Rea,MO,Missouri,Andrew,40.0616,-94.7646,48,154,America/Chicago,3,1,48,64480
Paradise,KS,Kansas,Russell,39.1145,-98.9184,48,75,America/Chicago,3,1,48,67658
Sun City,KS,Kansas,Barber,37.3785,-98.9165,48,131,America/Chicago,3,2,24,67028 67143
Wilmore,KS,Kansas,Comanche,37.3352,-99.2103,48,104,America/Chicago,3,1,48,67155
Biddle,MT,Montana,Powder River,45.1051,-105.3116,48,1,America/Denver,3,1,48,59314
Carrsville,KY,Kentucky,Livingston,37.3981,-88.3754,48,284,America/Chicago,3,1,48,42081
Naples,SD,South Dakota,Clark,44.7716,-97.5131,48,133,America/Chicago,3,1,48,57271
Cora,WY,Wyoming,Sublette,42.9578,-109.9917,47,3,America/Denver,3,2,24,82941 82925
South Acomita Village,NM,New Mexico,Cibola,35.0534,-107.561,47,32,America/Denver,3,2,24,87034 87049
City of the Sun,NM,New Mexico,Luna,31.8466,-107.6504,47,71,America/Denver,3,1,47,88029
Nara Visa,NM,New Mexico,Quay,35.6068,-103.1043,47,2,America/Denver,3,1,47,88430
Rangerville,TX,Texas,Cameron,26.105,-97.7373,47,5,America/Chicago,3,1,47,78586
Klukwan,AK,Alaska,Hoonah-Angoon,59.3987,-135.8886,47,13,America/Juneau,3,1,47,99827
Central,AK,Alaska,Yukon-Koyukuk,65.5213,-144.6409,47,0,America/Anchorage,3,1,47,99730
Inkster,ND,North Dakota,Grand Forks,48.1513,-97.6442,47,18,America/Chicago,3,1,47,58244
Nash,ND,North Dakota,Walsh,48.4778,-97.5245,47,17,America/Chicago,3,1,47,58237
Woodworth,ND,North Dakota,Stutsman,47.1421,-99.3045,47,85,America/Chicago,3,1,47,58496
Cotesfield,NE,Nebraska,Howard,41.3575,-98.6335,47,34,America/Chicago,3,1,47,68835
Conejos,CO,Colorado,Conejos,37.0872,-106.0161,47,37,America/Denver,3,2,24,81120 81129
Carrick,CA,California,Siskiyou,41.4467,-122.3635,47,308,America/Los_Angeles,3,1,47,96094
Gulf Port,IL,Illinois,Henderson,40.8086,-91.0846,47,12,America/Chicago,3,1,47,61425
Cherry Log,GA,Georgia,Gilmer,34.7864,-84.3839,47,15,America/New_York,3,1,47,30522
North Crows Nest,IN,Indiana,Marion,39.8661,-86.1623,47,280,America/Indiana/Indianapolis,3,1,47,46228
Mier,IN,Indiana,Grant,40.5748,-85.8234,47,75,America/Indiana/Indianapolis,3,1,47,46919
Gillett Grove,IA,Iowa,Clay,43.0166,-95.0365,47,81,America/Chicago,3,2,24,51341 51333
Barrelville,MD,Maryland,Allegany,39.7026,-78.8425,47,413,America/New_York,3,1,47,21545
Wightmans Grove,OH,Ohio,Sandusky,41.4241,-83.0466,47,128,America/New_York,3,1,47,43420
Holiday City,OH,Ohio,Williams,41.6182,-84.5385,47,7,America/New_York,3,2,24,43554 43543
Vickery,OH,Ohio,Sandusky,41.3769,-82.9416,47,42,America/New_York,3,1,47,43464
Metz,MO,Missouri,Vernon,37.9965,-94.443,47,143,America/Chicago,3,2,24,64765 64779
Cedar Mills,MN,Minnesota,Meeker,44.9431,-94.5196,47,56,America/Chicago,3,1,47,55350
Trail,MN,Minnesota,Polk,47.7833,-95.6981,47,18,America/Chicago,3,1,47,56684
Sedan,MN,Minnesota,Pope,45.5782,-95.2451,47,37,America/Chicago,3,1,47,56334
Outlook,MT,Montana,Sheridan,48.8888,-104.7849,47,14,America/Denver,3,2,24,59252 59254
Waverly,SD,South Dakota,Codington,44.9987,-96.9742,47,17,America/Chicago,3,1,47,57201
Hetland,SD,South Dakota,Kingsbury,44.3772,-97.2347,47,158,America/Chicago,3,1,47,57212
Akaska,SD,South Dakota,Walworth,45.3309,-100.1207,47,29,America/Chicago,3,1,47,57420
Concepcion,TX,Texas,Duval,27.3951,-98.3558,46,222,America/Chicago,3,1,46,78349
Beaver,AK,Alaska,Yukon-Koyukuk,66.383,-147.3219,46,0,America/Anchorage,3,1,46,99724
Robinson,ND,North Dakota,Kidder,47.142,-99.7813,46,103,America/Chicago,3,1,46,58478
Courtenay,ND,North Dakota,Stutsman,47.2241,-98.5685,46,42,America/Chicago,3,1,46,58426
Dahlen,ND,North Dakota,Nelson,48.1587,-97.932,46,127,America/Chicago,3,1,46,58224
Harbine,NE,Nebraska,Jefferson,40.1916,-96.9742,46,169,America/Chicago,3,1,46,68377
Tarnov,NE,Nebraska,Platte,41.6148,-97.5025,46,559,America/Chicago,3,1,46,68642
Belvidere,NE,Nebraska,Thayer,40.2546,-97.5577,46,37,America/Chicago,3,1,46,68315
Emmet,NE,Nebraska,Holt,42.4757,-98.8093,46,68,America/Chicago,3,1,46,68734
Keystone,NE,Nebraska,Keith,41.2187,-101.5841,46,88,America/Denver,3,1,46,69144
Gazelle,CA,California,Siskiyou,41.5137,-122.5215,46,30,America/Los_Angeles,3,1,46,96034
Dayton,AL,Alabama,Marengo,32.3509,-87.6416,46,17,America/Chicago,3,2,23,36738 36748
Wiederkehr Village,AR,Arkansas,Franklin,35.4813,-93.7578,46,4,America/Chicago,3,2,23,72821 72949
Cotter,IA,Iowa,Louisa,41.294,-91.4658,46,72,America/Chicago,3,1,46,52738
Comobabi,AZ,Arizona,Pima,32.0538,-111.8029,46,15,America/Phoenix,3,1,46,85634
Strong City,OK,Oklahoma,Roger Mills,35.6699,-99.6003,46,34,America/Chicago,3,1,46,73628
Hollister,OK,Oklahoma,Tillman,34.3413,-98.8706,46,72,America/Chicago,3,1,46,73551
Vista,MO,Missouri,St. Clair,37.9891,-93.6637,46,135,America/Chicago,3,1,46,64776
